================================================================================
                                     S L S                                      
                                  version: 3.3                                  
                      S I M U L A T I O N   R E S U L T S                       
================================================================================
 time         | c   r   s   r   r   r   r   r   r   r   r   r   r   r   s   r 
 in 1e-09 sec | l   e   t   a   a   a   a   a   a   a   a   a   a   a   c   e 
              | k   s   a   m   m   m   m   m   m   m   m   m   m   m   o   a 
              |     e   r   _   _   _   _   _   _   _   _   _   _   _   r   d 
              |     t   t   i   o   a   a   a   a   a   a   a   a   w   e   y 
              |             n   u   d   d   d   d   d   d   d   d   r         
              |                 t   d   d   d   d   d   d   d   d   i         
              |                     r   r   r   r   r   r   r   r   t         
              |                     _   _   _   _   _   _   _   _   e         
    1288964.1 | 1   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0
    1288964.2 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
    1288964.5 | 1   0   1   1   0   0   0   1   0   0   0   1   0   0   0   0
    1288964.6 | 1   0   1   1   0   0   1   1   1   0   0   1   0   0   0   0
    1288964.7 | 1   0   1   1   0   0   1   1   1   1   0   1   0   0   0   0
    1289120.0 | 0   0   1   1   0   0   1   1   1   1   0   1   0   0   0   0
    1289280.0 | 1   0   1   1   0   0   1   1   1   1   0   1   0   0   0   0
    1289283.4 | 1   0   1   1   0   0   1   1   1   1   0   0   0   0   0   0
    1289283.5 | 1   0   1   1   0   0   1   0   1   1   0   0   0   0   0   0
    1289284.3 | 1   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0
    1289284.4 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
    1289284.6 | 1   0   1   1   0   0   0   1   0   0   0   1   0   0   0   0
    1289284.7 | 1   0   1   1   0   0   1   1   1   0   0   1   0   0   0   0
    1289284.8 | 1   0   1   1   0   0   1   1   1   1   0   1   0   0   0   0
    1289440.0 | 0   0   1   1   0   0   1   1   1   1   0   1   0   0   0   0
    1289600.0 | 1   0   1   1   0   0   1   1   1   1   0   1   0   0   0   0
    1289602.2 | 1   0   1   1   0   0   1   1   1   1   0   1   1   0   0   0
    1289760.0 | 0   0   1   1   0   0   1   1   1   1   0   1   1   0   0   0
    1289920.0 | 1   0   1   1   0   0   1   1   1   1   0   1   1   0   0   0
    1289923.2 | 1   0   1   1   0   0   1   1   1   1   0   0   1   0   0   0
    1289923.3 | 1   0   1   1   0   0   1   0   1   1   0   0   1   0   0   0
    1289924.1 | 1   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0
    1289924.2 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
    1289924.5 | 1   0   1   1   0   0   0   1   0   0   0   1   0   0   0   0
    1289924.6 | 1   0   1   1   0   0   1   1   1   0   0   1   0   0   0   0
    1289924.7 | 1   0   1   1   0   0   1   1   1   1   0   1   1   0   0   0
    1290080.0 | 0   0   1   1   0   0   1   1   1   1   0   1   1   0   0   0
    1290240.0 | 1   0   1   1   0   0   1   1   1   1   0   1   1   0   0   0
    1290243.4 | 1   0   1   1   0   0   1   1   1   1   0   0   1   0   0   0
    1290243.5 | 1   0   1   1   0   0   1   0   1   1   0   0   1   0   0   0
    1290244.3 | 1   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0
    1290244.4 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
    1290244.6 | 1   0   1   1   0   0   0   1   0   0   0   1   0   0   0   0
    1290244.7 | 1   0   1   1   0   0   1   1   1   0   0   1   0   0   0   0
    1290244.8 | 1   0   1   1   0   0   1   1   1   1   0   1   1   0   0   0
    1290400.0 | 0   0   1   1   0   0   1   1   1   1   0   1   1   0   0   0
    1290560.0 | 1   0   1   1   0   0   1   1   1   1   0   1   1   0   0   0
    1290561.6 | 1   0   1   1   0   0   1   1   1   1   0   0   1   0   0   0
    1290561.8 | 1   0   1   1   0   0   1   1   1   1   1   0   1   0   0   0
    1290562.1 | 1   0   1   1   0   0   1   1   1   1   1   0   0   0   0   0
    1290720.0 | 0   0   1   1   0   0   1   1   1   1   1   0   0   0   0   0
    1290880.0 | 1   0   1   1   0   0   1   1   1   1   1   0   0   0   0   0
    1290883.3 | 1   0   1   1   0   0   1   0   1   1   1   0   0   0   0   0
    1290884.1 | 1   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0
    1290884.2 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
    1290884.5 | 1   0   1   1   0   0   0   1   0   0   0   0   0   0   0   0
    1290884.6 | 1   0   1   1   0   0   1   1   1   0   0   0   0   0   0   0
    1290884.7 | 1   0   1   1   0   0   1   1   1   1   1   0   0   0   0   0
    1291040.0 | 0   0   1   1   0   0   1   1   1   1   1   0   0   0   0   0
    1291200.0 | 1   0   1   1   0   0   1   1   1   1   1   0   0   0   0   0
    1291203.5 | 1   0   1   1   0   0   1   0   1   1   1   0   0   0   0   0
    1291204.3 | 1   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0
    1291204.4 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
    1291204.6 | 1   0   1   1   0   0   0   1   0   0   0   0   0   0   0   0
    1291204.7 | 1   0   1   1   0   0   1   1   1   0   0   0   0   0   0   0
    1291204.8 | 1   0   1   1   0   0   1   1   1   1   1   0   0   0   0   0
    1291360.0 | 0   0   1   1   0   0   1   1   1   1   1   0   0   0   0   0
    1291520.0 | 1   0   1   1   0   0   1   1   1   1   1   0   0   0   0   0
    1291522.2 | 1   0   1   1   0   0   1   1   1   1   1   0   1   0   0   0
    1291680.0 | 0   0   1   1   0   0   1   1   1   1   1   0   1   0   0   0
    1291840.0 | 1   0   1   1   0   0   1   1   1   1   1   0   1   0   0   0
    1291843.3 | 1   0   1   1   0   0   1   0   1   1   1   0   1   0   0   0
    1291844.1 | 1   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0
    1291844.2 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
    1291844.5 | 1   0   1   1   0   0   0   1   0   0   0   0   0   0   0   0
    1291844.6 | 1   0   1   1   0   0   1   1   1   0   0   0   0   0   0   0
    1291844.7 | 1   0   1   1   0   0   1   1   1   1   1   0   1   0   0   0
    1292000.0 | 0   0   1   1   0   0   1   1   1   1   1   0   1   0   0   0
    1292160.0 | 1   0   1   1   0   0   1   1   1   1   1   0   1   0   0   0
    1292163.5 | 1   0   1   1   0   0   1   0   1   1   1   0   1   0   0   0
    1292164.3 | 1   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0
    1292164.4 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
    1292164.6 | 1   0   1   1   0   0   0   1   0   0   0   0   0   0   0   0
    1292164.7 | 1   0   1   1   0   0   1   1   1   0   0   0   0   0   0   0
    1292164.8 | 1   0   1   1   0   0   1   1   1   1   1   0   1   0   0   0
    1292320.0 | 0   0   1   1   0   0   1   1   1   1   1   0   1   0   0   0
    1292480.0 | 1   0   1   1   0   0   1   1   1   1   1   0   1   0   0   0
    1292482.1 | 1   0   1   1   0   0   1   1   1   1   1   1   0   0   0   0
    1292640.0 | 0   0   1   1   0   0   1   1   1   1   1   1   0   0   0   0
    1292800.0 | 1   0   1   1   0   0   1   1   1   1   1   1   0   0   0   0
    1292803.2 | 1   0   1   1   0   0   1   1   1   1   1   0   0   0   0   0
    1292803.3 | 1   0   1   1   0   0   1   0   1   1   1   0   0   0   0   0
    1292804.1 | 1   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0
    1292804.2 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
    1292804.5 | 1   0   1   1   0   0   0   1   0   0   0   1   0   0   0   0
    1292804.6 | 1   0   1   1   0   0   1   1   1   0   0   1   0   0   0   0
    1292804.7 | 1   0   1   1   0   0   1   1   1   1   1   1   0   0   0   0
    1292960.0 | 0   0   1   1   0   0   1   1   1   1   1   1   0   0   0   0
    1293120.0 | 1   0   1   1   0   0   1   1   1   1   1   1   0   0   0   0
    1293123.4 | 1   0   1   1   0   0   1   1   1   1   1   0   0   0   0   0
    1293123.5 | 1   0   1   1   0   0   1   0   1   1   1   0   0   0   0   0
    1293124.3 | 1   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0
    1293124.4 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
    1293124.6 | 1   0   1   1   0   0   0   1   0   0   0   1   0   0   0   0
    1293124.7 | 1   0   1   1   0   0   1   1   1   0   0   1   0   0   0   0
    1293124.8 | 1   0   1   1   0   0   1   1   1   1   1   1   0   0   0   0
    1293280.0 | 0   0   1   1   0   0   1   1   1   1   1   1   0   0   0   0
    1293440.0 | 1   0   1   1   0   0   1   1   1   1   1   1   0   0   0   0
    1293442.2 | 1   0   1   1   0   0   1   1   1   1   1   1   1   0   0   0
    1293600.0 | 0   0   1   1   0   0   1   1   1   1   1   1   1   0   0   0
    1293760.0 | 1   0   1   1   0   0   1   1   1   1   1   1   1   0   0   0
    1293763.2 | 1   0   1   1   0   0   1   1   1   1   1   0   1   0   0   0
    1293763.3 | 1   0   1   1   0   0   1   0   1   1   1   0   1   0   0   0
    1293764.1 | 1   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0
    1293764.2 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
    1293764.5 | 1   0   1   1   0   0   0   1   0   0   0   1   0   0   0   0
    1293764.6 | 1   0   1   1   0   0   1   1   1   0   0   1   0   0   0   0
    1293764.7 | 1   0   1   1   0   0   1   1   1   1   1   1   1   0   0   0
    1293920.0 | 0   0   1   1   0   0   1   1   1   1   1   1   1   0   0   0
    1294080.0 | 1   0   1   1   0   0   1   1   1   1   1   1   1   0   0   0
    1294083.4 | 1   0   1   1   0   0   1   1   1   1   1   0   1   0   0   0
    1294083.5 | 1   0   1   1   0   0   1   0   1   1   1   0   1   0   0   0
    1294084.3 | 1   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0
    1294084.4 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
    1294084.6 | 1   0   1   1   0   0   0   1   0   0   0   1   0   0   0   0
    1294084.7 | 1   0   1   1   0   0   1   1   1   0   0   1   0   0   0   0
    1294084.8 | 1   0   1   1   0   0   1   1   1   1   1   1   1   0   0   0
    1294240.0 | 0   0   1   1   0   0   1   1   1   1   1   1   1   0   0   0
    1294400.0 | 1   0   1   1   0   0   1   1   1   1   1   1   1   0   0   0
    1294401.6 | 1   0   1   1   0   0   1   1   1   1   0   0   1   0   0   0
    1294402.1 | 1   0   1   1   0   0   1   1   1   1   0   0   0   0   0   0
    1294560.0 | 0   0   1   1   0   0   1   1   1   1   0   0   0   0   0   0
    1294720.0 | 1   0   1   1   0   0   1   1   1   1   0   0   0   0   0   0
    1294720.8 | 1   0   1   1   0   0   1   1   1   1   0   0   0   0   1   0
    1294723.3 | 1   0   1   1   0   0   1   0   1   1   0   0   0   0   1   0
    1294724.1 | 1   0   1   1   0   0   1   0   1   0   0   0   0   0   1   0
    1294724.2 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   1   0
    1294725.0 | 1   0   1   1   0   0   0   1   0   0   0   0   0   0   1   0
    1294725.2 | 1   0   1   1   0   0   1   1   1   0   0   0   0   0   1   0
    1294880.0 | 0   0   1   1   0   0   1   1   1   0   0   0   0   0   1   0
    1295040.0 | 1   0   1   1   0   0   1   1   1   0   0   0   0   0   1   0
    1295040.7 | 1   0   1   1   0   0   1   1   1   0   0   0   0   0   0   0
    1295200.0 | 0   0   1   1   0   0   1   1   1   0   0   0   0   0   0   0
    1295360.0 | 1   0   1   1   0   0   1   1   1   0   0   0   0   0   0   0
    1295363.4 | 1   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0
    1295363.8 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
    1295364.3 | 1   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
    1295365.0 | 1   0   1   1   1   0   0   0   0   0   0   0   0   1   0   0
    1295365.5 | 1   0   1   1   1   0   0   1   0   1   0   0   0   1   0   0
    1295365.7 | 1   0   1   1   1   0   1   1   1   1   0   0   0   1   0   0
    1295520.0 | 0   0   1   1   1   0   1   1   1   1   0   0   0   1   0   0
    1295680.0 | 1   0   1   1   1   0   1   1   1   1   0   0   0   1   0   0
    1295683.3 | 1   0   1   1   0   0   1   1   1   1   0   0   0   1   0   0
    1295684.4 | 1   0   1   1   0   0   1   1   1   1   0   0   0   0   0   0
    1295686.1 | 1   0   1   1   0   0   1   1   1   0   0   0   0   0   0   0
    1295840.0 | 0   0   1   1   0   0   1   1   1   0   0   0   0   0   0   0
    1296000.0 | 1   0   1   1   0   0   1   1   1   0   0   0   0   0   0   0
    1296002.2 | 1   0   1   1   0   0   1   1   1   0   0   0   1   0   0   0
    1296003.4 | 1   0   1   1   0   0   1   0   1   0   0   0   1   0   0   0
    1296003.8 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
    1296004.4 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
    1296005.0 | 1   0   1   1   0   0   0   1   0   0   0   0   0   0   0   0
    1296005.2 | 1   0   1   1   0   0   1   1   1   0   0   0   0   0   0   0
    1296005.9 | 1   0   1   1   0   0   1   1   1   0   0   0   1   0   0   0
    1296160.0 | 0   0   1   1   0   0   1   1   1   0   0   0   1   0   0   0
    1296320.0 | 1   0   1   1   0   0   1   1   1   0   0   0   1   0   0   0
    1296480.0 | 0   0   1   1   0   0   1   1   1   0   0   0   1   0   0   0
    1296640.0 | 1   0   1   1   0   0   1   1   1   0   0   0   1   0   0   0
    1296643.4 | 1   0   1   1   0   0   1   0   1   0   0   0   1   0   0   0
    1296643.8 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
    1296644.3 | 1   0   1   1   0   0   0   0   0   0   0   0   1   1   0   0
    1296644.4 | 1   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
    1296645.0 | 1   0   1   1   1   0   0   0   0   0   0   0   0   1   0   0
    1296645.5 | 1   0   1   1   1   0   0   1   0   1   0   0   0   1   0   0
    1296645.7 | 1   0   1   1   1   0   1   1   1   1   0   0   0   1   0   0
    1296646.3 | 1   0   1   1   1   0   1   1   1   1   0   0   1   1   0   0
    1296800.0 | 0   0   1   1   1   0   1   1   1   1   0   0   1   1   0   0
    1296960.0 | 1   0   1   1   1   0   1   1   1   1   0   0   1   1   0   0
    1296963.3 | 1   0   1   1   0   0   1   1   1   1   0   0   1   1   0   0
    1296964.4 | 1   0   1   1   0   0   1   1   1   1   0   0   1   0   0   0
    1296966.1 | 1   0   1   1   0   0   1   1   1   0   0   0   1   0   0   0
    1297120.0 | 0   0   1   1   0   0   1   1   1   0   0   0   1   0   0   0
    1297280.0 | 1   0   1   1   0   0   1   1   1   0   0   0   1   0   0   0
    1297282.0 | 1   0   1   1   0   0   1   1   1   0   0   1   0   0   0   0
    1297283.4 | 1   0   1   1   0   0   1   0   1   0   0   1   0   0   0   0
    1297283.8 | 1   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0
    1297284.1 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
    1297285.0 | 1   0   1   1   0   0   0   1   0   0   0   0   0   0   0   0
    1297285.2 | 1   0   1   1   0   0   1   1   1   0   0   0   0   0   0   0
    1297285.6 | 1   0   1   1   0   0   1   1   1   0   0   1   0   0   0   0
    1297440.0 | 0   0   1   1   0   0   1   1   1   0   0   1   0   0   0   0
    1297600.0 | 1   0   1   1   0   0   1   1   1   0   0   1   0   0   0   0
    1297760.0 | 0   0   1   1   0   0   1   1   1   0   0   1   0   0   0   0
    1297920.0 | 1   0   1   1   0   0   1   1   1   0   0   1   0   0   0   0
    1297923.4 | 1   0   1   1   0   0   1   0   1   0   0   1   0   0   0   0
    1297923.8 | 1   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0
    1297924.1 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
    1297924.3 | 1   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
    1297925.0 | 1   0   1   1   1   0   0   0   0   0   0   0   0   1   0   0
    1297925.5 | 1   0   1   1   1   0   0   1   0   1   0   0   0   1   0   0
    1297925.7 | 1   0   1   1   1   0   1   1   1   1   0   0   0   1   0   0
    1297926.0 | 1   0   1   1   1   0   1   1   1   1   0   1   0   1   0   0
    1298080.0 | 0   0   1   1   1   0   1   1   1   1   0   1   0   1   0   0
    1298240.0 | 1   0   1   1   1   0   1   1   1   1   0   1   0   1   0   0
    1298243.3 | 1   0   1   1   0   0   1   1   1   1   0   1   0   1   0   0
    1298244.4 | 1   0   1   1   0   0   1   1   1   1   0   1   0   0   0   0
    1298246.1 | 1   0   1   1   0   0   1   1   1   0   0   1   0   0   0   0
    1298400.0 | 0   0   1   1   0   0   1   1   1   0   0   1   0   0   0   0
    1298560.0 | 1   0   1   1   0   0   1   1   1   0   0   1   0   0   0   0
    1298562.2 | 1   0   1   1   0   0   1   1   1   0   0   1   1   0   0   0
    1298563.4 | 1   0   1   1   0   0   1   0   1   0   0   1   1   0   0   0
    1298563.8 | 1   0   1   1   0   0   0   0   0   0   0   1   1   0   0   0
    1298564.1 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
    1298564.4 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
    1298565.0 | 1   0   1   1   0   0   0   1   0   0   0   0   0   0   0   0
    1298565.2 | 1   0   1   1   0   0   1   1   1   0   0   0   0   0   0   0
    1298565.6 | 1   0   1   1   0   0   1   1   1   0   0   1   0   0   0   0
    1298565.9 | 1   0   1   1   0   0   1   1   1   0   0   1   1   0   0   0
    1298720.0 | 0   0   1   1   0   0   1   1   1   0   0   1   1   0   0   0
    1298880.0 | 1   0   1   1   0   0   1   1   1   0   0   1   1   0   0   0
    1299040.0 | 0   0   1   1   0   0   1   1   1   0   0   1   1   0   0   0
    1299200.0 | 1   0   1   1   0   0   1   1   1   0   0   1   1   0   0   0
    1299203.4 | 1   0   1   1   0   0   1   0   1   0   0   1   1   0   0   0
    1299203.8 | 1   0   1   1   0   0   0   0   0   0   0   1   1   0   0   0
    1299204.1 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
    1299204.3 | 1   0   1   1   0   0   0   0   0   0   0   0   1   1   0   0
    1299204.4 | 1   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
    1299205.0 | 1   0   1   1   1   0   0   0   0   0   0   0   0   1   0   0
    1299205.5 | 1   0   1   1   1   0   0   1   0   1   0   0   0   1   0   0
    1299205.7 | 1   0   1   1   1   0   1   1   1   1   0   0   0   1   0   0
    1299206.0 | 1   0   1   1   1   0   1   1   1   1   0   1   0   1   0   0
    1299206.3 | 1   0   1   1   1   0   1   1   1   1   0   1   1   1   0   0
    1299360.0 | 0   0   1   1   1   0   1   1   1   1   0   1   1   1   0   0
    1299520.0 | 1   0   1   1   1   0   1   1   1   1   0   1   1   1   0   0
    1299523.3 | 1   0   1   1   0   0   1   1   1   1   0   1   1   1   0   0
    1299524.4 | 1   0   1   1   0   0   1   1   1   1   0   1   1   0   0   0
    1299526.1 | 1   0   1   1   0   0   1   1   1   0   0   1   1   0   0   0
    1299680.0 | 0   0   1   1   0   0   1   1   1   0   0   1   1   0   0   0
    1299840.0 | 1   0   1   1   0   0   1   1   1   0   0   1   1   0   0   0
    1299841.6 | 1   0   1   1   0   0   1   1   1   0   0   0   1   0   0   0
    1299841.8 | 1   0   1   1   0   0   1   1   1   0   1   0   1   0   0   0
    1299842.0 | 1   0   1   1   0   0   1   1   1   0   1   0   0   0   0   0
    1299843.4 | 1   0   1   1   0   0   1   0   1   0   1   0   0   0   0   0
    1299843.8 | 1   0   1   1   0   0   0   0   0   0   1   0   0   0   0   0
    1299844.4 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
    1299845.0 | 1   0   1   1   0   0   0   1   0   0   0   0   0   0   0   0
    1299845.2 | 1   0   1   1   0   0   1   1   1   0   0   0   0   0   0   0
    1299845.9 | 1   0   1   1   0   0   1   1   1   0   1   0   0   0   0   0
    1300000.0 | 0   0   1   1   0   0   1   1   1   0   1   0   0   0   0   0
    1300160.0 | 1   0   1   1   0   0   1   1   1   0   1   0   0   0   0   0
    1300320.0 | 0   0   1   1   0   0   1   1   1   0   1   0   0   0   0   0
    1300480.0 | 1   0   1   1   0   0   1   1   1   0   1   0   0   0   0   0
    1300483.4 | 1   0   1   1   0   0   1   0   1   0   1   0   0   0   0   0
    1300483.8 | 1   0   1   1   0   0   0   0   0   0   1   0   0   0   0   0
